Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD17A3HGF_061_Line_Y_500m,MYD17A3HGF_061_Sample_X_500m,MYD17A3HGF_061_Npp_500m,MYD17A3HGF_061_Npp_QC_500m,MYD17A3HGF_061_Npp_QC_500m_bitmask,MYD17A3HGF_061_Npp_QC_500m_ContinuousLayer,MYD17A3HGF_061_Npp_QC_500m_ContinuousLayer_Description
8344,8344,9.8228957357,169.267037726,2004-01-01,h34v08,42.0,1628.0,32766.0,254.0,0b11111110,0b0,Continuous
8345,8345,9.8237285077,169.263319226,2002-07-04,h34v08,42.0,1627.0,32766.0,254.0,0b11111110,0b0,Continuous
8345,8345,9.8237285077,169.263319226,2003-01-01,h34v08,42.0,1627.0,32766.0,254.0,0b11111110,0b0,Continuous
8345,8345,9.8237285077,169.263319226,2004-01-01,h34v08,42.0,1627.0,32766.0,254.0,0b11111110,0b0,Continuous
8346,8346,9.8188430854,169.295158959,2002-07-04,h34v08,43.0,1635.0,0.5454,98.0,0b01100010,0b0,Continuous
8346,8346,9.8188430854,169.295158959,2003-01-01,h34v08,43.0,1635.0,0.5501,90.0,0b01011010,0b0,Continuous
8346,8346,9.8188430854,169.295158959,2004-01-01,h34v08,43.0,1635.0,0.6099,96.0,0b01100000,0b0,Continuous
8347,8347,9.8242267131,169.206651329,2002-07-04,h34v08,42.0,1614.0,32766.0,254.0,0b11111110,0b0,Continuous
8347,8347,9.8242267131,169.206651329,2003-01-01,h34v08,42.0,1614.0,32766.0,254.0,0b11111110,0b0,Continuous
8347,8347,9.8242267131,169.206651329,2004-01-01,h34v08,42.0,1614.0,32766.0,254.0,0b11111110,0b0,Continuous
8348,8348,9.8261904401,169.227443675,2002-07-04,h34v08,41.0,1618.0,32766.0,254.0,0b11111110,0b0,Continuous
8348,8348,9.8261904401,169.227443675,2003-01-01,h34v08,41.0,1618.0,32766.0,254.0,0b11111110,0b0,Continuous
8348,8348,9.8261904401,169.227443675,2004-01-01,h34v08,41.0,1618.0,32766.0,254.0,0b11111110,0b0,Continuous
8349,8349,9.829594545,160.843502368,2002-07-04,h33v08,40.0,2035.0,32766.0,254.0,0b11111110,0b0,Continuous
8349,8349,9.829594545,160.843502368,2003-01-01,h33v08,40.0,2035.0,32766.0,254.0,0b11111110,0b0,Continuous
8349,8349,9.829594545,160.843502368,2004-01-01,h33v08,40.0,2035.0,32766.0,254.0,0b11111110,0b0,Continuous
8350,8350,9.8353608066,160.91830183,2002-07-04,h33v08,39.0,2052.0,32766.0,254.0,0b11111110,0b0,Continuous
8350,8350,9.8353608066,160.91830183,2003-01-01,h33v08,39.0,2052.0,32766.0,254.0,0b11111110,0b0,Continuous
8350,8350,9.8353608066,160.91830183,2004-01-01,h33v08,39.0,2052.0,32766.0,254.0,0b11111110,0b0,Continuous
8351,8351,9.8418077127,160.807800025,2002-07-04,h33v08,37.0,2025.0,32766.0,254.0,0b11111110,0b0,Continuous
8351,8351,9.8418077127,160.807800025,2003-01-01,h33v08,37.0,2025.0,32766.0,254.0,0b11111110,0b0,Continuous
8351,8351,9.8418077127,160.807800025,2004-01-01,h33v08,37.0,2025.0,32766.0,254.0,0b11111110,0b0,Continuous
8352,8352,9.8415453177,169.301482532,2002-07-04,h34v08,38.0,1634.0,32766.0,254.0,0b11111110,0b0,Continuous
8352,8352,9.8415453177,169.301482532,2003-01-01,h34v08,38.0,1634.0,32766.0,254.0,0b11111110,0b0,Continuous
8352,8352,9.8415453177,169.301482532,2004-01-01,h34v08,38.0,1634.0,32766.0,254.0,0b11111110,0b0,Continuous
8353,8353,9.8447305596,160.913316961,2002-07-04,h33v08,37.0,2050.0,32764.0,252.0,0b11111100,0b0,Continuous
8353,8353,9.8447305596,160.913316961,2003-01-01,h33v08,37.0,2050.0,32764.0,252.0,0b11111100,0b0,Continuous
8353,8353,9.8447305596,160.913316961,2004-01-01,h33v08,37.0,2050.0,32764.0,252.0,0b11111100,0b0,Continuous
8354,8354,9.849147006,169.289569077,2002-07-04,h34v08,36.0,1630.0,32766.0,254.0,0b11111110,0b0,Continuous
8354,8354,9.849147006,169.289569077,2003-01-01,h34v08,36.0,1630.0,32766.0,254.0,0b11111110,0b0,Continuous
8354,8354,9.849147006,169.289569077,2004-01-01,h34v08,36.0,1630.0,32766.0,254.0,0b11111110,0b0,Continuous
8355,8355,9.8536879991,160.869558209,2002-07-04,h33v08,35.0,2039.0,32766.0,254.0,0b11111110,0b0,Continuous
8355,8355,9.8536879991,160.869558209,2003-01-01,h33v08,35.0,2039.0,32766.0,254.0,0b11111110,0b0,Continuous
8355,8355,9.8536879991,160.869558209,2004-01-01,h33v08,35.0,2039.0,32766.0,254.0,0b11111110,0b0,Continuous
8356,8356,9.853269509,160.873330014,2002-07-04,h33v08,35.0,2040.0,32766.0,254.0,0b11111110,0b0,Continuous
8356,8356,9.853269509,160.873330014,2003-01-01,h33v08,35.0,2040.0,32766.0,254.0,0b11111110,0b0,Continuous
8356,8356,9.853269509,160.873330014,2004-01-01,h33v08,35.0,2040.0,32766.0,254.0,0b11111110,0b0,Continuous
8357,8357,9.8544857622,169.284868577,2002-07-04,h34v08,34.0,1628.0,32766.0,254.0,0b11111110,0b0,Continuous
8357,8357,9.8544857622,169.284868577,2003-01-01,h34v08,34.0,1628.0,32766.0,254.0,0b11111110,0b0,Continuous
8357,8357,9.8544857622,169.284868577,2004-01-01,h34v08,34.0,1628.0,32766.0,254.0,0b11111110,0b0,Continuous
8358,8358,9.8586489367,169.279335527,2002-07-04,h34v08,33.0,1627.0,32766.0,254.0,0b11111110,0b0,Continuous
8358,8358,9.8586489367,169.279335527,2003-01-01,h34v08,33.0,1627.0,32766.0,254.0,0b11111110,0b0,Continuous
8358,8358,9.8586489367,169.279335527,2004-01-01,h34v08,33.0,1627.0,32766.0,254.0,0b11111110,0b0,Continuous
8359,8359,9.8640969754,160.844564465,2002-07-04,h33v08,32.0,2032.0,32766.0,254.0,0b11111110,0b0,Continuous
8359,8359,9.8640969754,160.844564465,2003-01-01,h33v08,32.0,2032.0,32766.0,254.0,0b11111110,0b0,Continuous
8359,8359,9.8640969754,160.844564465,2004-01-01,h33v08,32.0,2032.0,32766.0,254.0,0b11111110,0b0,Continuous
8360,8360,9.8645747355,169.275811554,2002-07-04,h34v08,32.0,1625.0,32766.0,254.0,0b11111110,0b0,Continuous
8360,8360,9.8645747355,169.275811554,2003-01-01,h34v08,32.0,1625.0,32766.0,254.0,0b11111110,0b0,Continuous
8360,8360,9.8645747355,169.275811554,2004-01-01,h34v08,32.0,1625.0,32766.0,254.0,0b11111110,0b0,Continuous
8361,8361,9.872882984,169.27330986,2002-07-04,h34v08,30.0,1623.0,32766.0,254.0,0b11111110,0b0,Continuous
8361,8361,9.872882984,169.27330986,2003-01-01,h34v08,30.0,1623.0,32766.0,254.0,0b11111110,0b0,Continuous
8361,8361,9.872882984,169.27330986,2004-01-01,h34v08,30.0,1623.0,32766.0,254.0,0b11111110,0b0,Continuous
8362,8362,9.8753990422,169.055381602,2002-07-04,h34v08,29.0,1572.0,32766.0,254.0,0b11111110,0b0,Continuous
8362,8362,9.8753990422,169.055381602,2003-01-01,h34v08,29.0,1572.0,32766.0,254.0,0b11111110,0b0,Continuous
8362,8362,9.8753990422,169.055381602,2004-01-01,h34v08,29.0,1572.0,32766.0,254.0,0b11111110,0b0,Continuous
8363,8363,9.8873523949,169.264959259,2002-07-04,h34v08,27.0,1620.0,32766.0,254.0,0b11111110,0b0,Continuous
8363,8363,9.8873523949,169.264959259,2003-01-01,h34v08,27.0,1620.0,32766.0,254.0,0b11111110,0b0,Continuous
8363,8363,9.8873523949,169.264959259,2004-01-01,h34v08,27.0,1620.0,32766.0,254.0,0b11111110,0b0,Continuous
8364,8364,9.8895815171,169.257074988,2002-07-04,h34v08,26.0,1618.0,32766.0,254.0,0b11111110,0b0,Continuous
8364,8364,9.8895815171,169.257074988,2003-01-01,h34v08,26.0,1618.0,32766.0,254.0,0b11111110,0b0,Continuous
8364,8364,9.8895815171,169.257074988,2004-01-01,h34v08,26.0,1618.0,32766.0,254.0,0b11111110,0b0,Continuous
8365,8365,9.8966079112,169.253924462,2002-07-04,h34v08,24.0,1616.0,32766.0,254.0,0b11111110,0b0,Continuous
8365,8365,9.8966079112,169.253924462,2003-01-01,h34v08,24.0,1616.0,32766.0,254.0,0b11111110,0b0,Continuous
8365,8365,9.8966079112,169.253924462,2004-01-01,h34v08,24.0,1616.0,32766.0,254.0,0b11111110,0b0,Continuous
8366,8366,9.9008709998,169.241770392,2002-07-04,h34v08,23.0,1613.0,32766.0,254.0,0b11111110,0b0,Continuous
8366,8366,9.9008709998,169.241770392,2003-01-01,h34v08,23.0,1613.0,32766.0,254.0,0b11111110,0b0,Continuous
8366,8366,9.9008709998,169.241770392,2004-01-01,h34v08,23.0,1613.0,32766.0,254.0,0b11111110,0b0,Continuous
8367,8367,9.9060443455,169.229969434,2002-07-04,h34v08,22.0,1609.0,32766.0,254.0,0b11111110,0b0,Continuous
8367,8367,9.9060443455,169.229969434,2003-01-01,h34v08,22.0,1609.0,32766.0,254.0,0b11111110,0b0,Continuous
8367,8367,9.9060443455,169.229969434,2004-01-01,h34v08,22.0,1609.0,32766.0,254.0,0b11111110,0b0,Continuous
8368,8368,9.9115584006,169.221925786,2002-07-04,h34v08,21.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
8368,8368,9.9115584006,169.221925786,2003-01-01,h34v08,21.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
8368,8368,9.9115584006,169.221925786,2004-01-01,h34v08,21.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
8369,8369,9.912078668,169.215840589,2002-07-04,h34v08,21.0,1605.0,32766.0,254.0,0b11111110,0b0,Continuous
8369,8369,9.912078668,169.215840589,2003-01-01,h34v08,21.0,1605.0,32766.0,254.0,0b11111110,0b0,Continuous
8369,8369,9.912078668,169.215840589,2004-01-01,h34v08,21.0,1605.0,32766.0,254.0,0b11111110,0b0,Continuous
8370,8370,9.9145693777,169.211647862,2002-07-04,h34v08,20.0,1604.0,32766.0,254.0,0b11111110,0b0,Continuous
8370,8370,9.9145693777,169.211647862,2003-01-01,h34v08,20.0,1604.0,32766.0,254.0,0b11111110,0b0,Continuous
8370,8370,9.9145693777,169.211647862,2004-01-01,h34v08,20.0,1604.0,32766.0,254.0,0b11111110,0b0,Continuous
8371,8371,9.9162504667,169.2091506,2002-07-04,h34v08,20.0,1603.0,32766.0,254.0,0b11111110,0b0,Continuous
8371,8371,9.9162504667,169.2091506,2003-01-01,h34v08,20.0,1603.0,32766.0,254.0,0b11111110,0b0,Continuous
8371,8371,9.9162504667,169.2091506,2004-01-01,h34v08,20.0,1603.0,32766.0,254.0,0b11111110,0b0,Continuous
8372,8372,9.9118585695,169.005353008,2002-07-04,h34v08,21.0,1555.0,32766.0,254.0,0b11111110,0b0,Continuous
8372,8372,9.9118585695,169.005353008,2003-01-01,h34v08,21.0,1555.0,32766.0,254.0,0b11111110,0b0,Continuous
8372,8372,9.9118585695,169.005353008,2004-01-01,h34v08,21.0,1555.0,32766.0,254.0,0b11111110,0b0,Continuous
8373,8373,9.9187466328,169.204984324,2002-07-04,h34v08,19.0,1602.0,32766.0,254.0,0b11111110,0b0,Continuous
8373,8373,9.9187466328,169.204984324,2003-01-01,h34v08,19.0,1602.0,32766.0,254.0,0b11111110,0b0,Continuous
8373,8373,9.9187466328,169.204984324,2004-01-01,h34v08,19.0,1602.0,32766.0,254.0,0b11111110,0b0,Continuous
8374,8374,9.9221388934,169.196218255,2002-07-04,h34v08,18.0,1599.0,32766.0,254.0,0b11111110,0b0,Continuous
8374,8374,9.9221388934,169.196218255,2003-01-01,h34v08,18.0,1599.0,32766.0,254.0,0b11111110,0b0,Continuous
8374,8374,9.9221388934,169.196218255,2004-01-01,h34v08,18.0,1599.0,32766.0,254.0,0b11111110,0b0,Continuous
8375,8375,9.9275015427,169.18414702,2002-07-04,h34v08,17.0,1596.0,32766.0,254.0,0b11111110,0b0,Continuous
8375,8375,9.9275015427,169.18414702,2003-01-01,h34v08,17.0,1596.0,32766.0,254.0,0b11111110,0b0,Continuous
8375,8375,9.9275015427,169.18414702,2004-01-01,h34v08,17.0,1596.0,32766.0,254.0,0b11111110,0b0,Continuous
8376,8376,9.9304058671,169.172043675,2002-07-04,h34v08,16.0,1593.0,32766.0,254.0,0b11111110,0b0,Continuous
8376,8376,9.9304058671,169.172043675,2003-01-01,h34v08,16.0,1593.0,32766.0,254.0,0b11111110,0b0,Continuous
8376,8376,9.9304058671,169.172043675,2004-01-01,h34v08,16.0,1593.0,32766.0,254.0,0b11111110,0b0,Continuous
8377,8377,9.930833937,169.168723487,2002-07-04,h34v08,16.0,1592.0,32766.0,254.0,0b11111110,0b0,Continuous
8377,8377,9.930833937,169.168723487,2003-01-01,h34v08,16.0,1592.0,32766.0,254.0,0b11111110,0b0,Continuous
8377,8377,9.930833937,169.168723487,2004-01-01,h34v08,16.0,1592.0,32766.0,254.0,0b11111110,0b0,Continuous
8378,8378,9.9341342092,169.165807203,2002-07-04,h34v08,15.0,1591.0,32766.0,254.0,0b11111110,0b0,Continuous
8378,8378,9.9341342092,169.165807203,2003-01-01,h34v08,15.0,1591.0,32766.0,254.0,0b11111110,0b0,Continuous
8378,8378,9.9341342092,169.165807203,2004-01-01,h34v08,15.0,1591.0,32766.0,254.0,0b11111110,0b0,Continuous
8379,8379,9.9337508624,169.00916434,2002-07-04,h34v08,15.0,1554.0,32766.0,254.0,0b11111110,0b0,Continuous
8379,8379,9.9337508624,169.00916434,2003-01-01,h34v08,15.0,1554.0,32766.0,254.0,0b11111110,0b0,Continuous
8379,8379,9.9337508624,169.00916434,2004-01-01,h34v08,15.0,1554.0,32766.0,254.0,0b11111110,0b0,Continuous
8380,8380,9.9364044342,169.161903265,2002-07-04,h34v08,15.0,1589.0,32766.0,254.0,0b11111110,0b0,Continuous
8380,8380,9.9364044342,169.161903265,2003-01-01,h34v08,15.0,1589.0,32766.0,254.0,0b11111110,0b0,Continuous
8380,8380,9.9364044342,169.161903265,2004-01-01,h34v08,15.0,1589.0,32766.0,254.0,0b11111110,0b0,Continuous
8381,8381,9.9387322123,169.157926912,2002-07-04,h34v08,14.0,1588.0,32766.0,254.0,0b11111110,0b0,Continuous
8381,8381,9.9387322123,169.157926912,2003-01-01,h34v08,14.0,1588.0,32766.0,254.0,0b11111110,0b0,Continuous
8381,8381,9.9387322123,169.157926912,2004-01-01,h34v08,14.0,1588.0,32766.0,254.0,0b11111110,0b0,Continuous
8382,8382,9.94574798,169.151797516,2002-07-04,h34v08,13.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
8382,8382,9.94574798,169.151797516,2003-01-01,h34v08,13.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
8382,8382,9.94574798,169.151797516,2004-01-01,h34v08,13.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
8383,8383,9.9620550763,169.135378041,2002-07-04,h34v08,9.0,1580.0,32766.0,254.0,0b11111110,0b0,Continuous
8383,8383,9.9620550763,169.135378041,2003-01-01,h34v08,9.0,1580.0,32766.0,254.0,0b11111110,0b0,Continuous
8383,8383,9.9620550763,169.135378041,2004-01-01,h34v08,9.0,1580.0,32766.0,254.0,0b11111110,0b0,Continuous
8384,8384,9.967095001,169.01405306,2002-07-04,h34v08,7.0,1551.0,32766.0,254.0,0b11111110,0b0,Continuous
8384,8384,9.967095001,169.01405306,2003-01-01,h34v08,7.0,1551.0,32766.0,254.0,0b11111110,0b0,Continuous
8384,8384,9.967095001,169.01405306,2004-01-01,h34v08,7.0,1551.0,32766.0,254.0,0b11111110,0b0,Continuous
8385,8385,9.9737353085,169.123745313,2002-07-04,h34v08,6.0,1576.0,32766.0,254.0,0b11111110,0b0,Continuous
8385,8385,9.9737353085,169.123745313,2003-01-01,h34v08,6.0,1576.0,32766.0,254.0,0b11111110,0b0,Continuous
8385,8385,9.9737353085,169.123745313,2004-01-01,h34v08,6.0,1576.0,32766.0,254.0,0b11111110,0b0,Continuous
8386,8386,9.9901544574,169.011664234,2002-07-04,h34v08,2.0,1547.0,32766.0,254.0,0b11111110,0b0,Continuous
8386,8386,9.9901544574,169.011664234,2003-01-01,h34v08,2.0,1547.0,32766.0,254.0,0b11111110,0b0,Continuous
8386,8386,9.9901544574,169.011664234,2004-01-01,h34v08,2.0,1547.0,32766.0,254.0,0b11111110,0b0,Continuous
8387,8387,9.994654263,169.104728195,2002-07-04,h34v08,1.0,1569.0,32766.0,254.0,0b11111110,0b0,Continuous
8387,8387,9.994654263,169.104728195,2003-01-01,h34v08,1.0,1569.0,32766.0,254.0,0b11111110,0b0,Continuous
8387,8387,9.994654263,169.104728195,2004-01-01,h34v08,1.0,1569.0,32766.0,254.0,0b11111110,0b0,Continuous
8388,8388,10.0116554669,169.102075967,2002-07-04,h34v07,2397.0,1566.0,32766.0,254.0,0b11111110,0b0,Continuous
8388,8388,10.0116554669,169.102075967,2003-01-01,h34v07,2397.0,1566.0,32766.0,254.0,0b11111110,0b0,Continuous
8388,8388,10.0116554669,169.102075967,2004-01-01,h34v07,2397.0,1566.0,32766.0,254.0,0b11111110,0b0,Continuous
8389,8389,10.0199842321,169.095414004,2002-07-04,h34v07,2395.0,1563.0,32766.0,254.0,0b11111110,0b0,Continuous
8389,8389,10.0199842321,169.095414004,2003-01-01,h34v07,2395.0,1563.0,32766.0,254.0,0b11111110,0b0,Continuous
8389,8389,10.0199842321,169.095414004,2004-01-01,h34v07,2395.0,1563.0,32766.0,254.0,0b11111110,0b0,Continuous
8390,8390,10.0224599026,169.091233788,2002-07-04,h34v07,2394.0,1562.0,32766.0,254.0,0b11111110,0b0,Continuous
8390,8390,10.0224599026,169.091233788,2003-01-01,h34v07,2394.0,1562.0,32766.0,254.0,0b11111110,0b0,Continuous
8390,8390,10.0224599026,169.091233788,2004-01-01,h34v07,2394.0,1562.0,32766.0,254.0,0b11111110,0b0,Continuous
8391,8391,10.0249021943,169.084313748,2002-07-04,h34v07,2394.0,1560.0,32766.0,254.0,0b11111110,0b0,Continuous
8391,8391,10.0249021943,169.084313748,2003-01-01,h34v07,2394.0,1560.0,32766.0,254.0,0b11111110,0b0,Continuous
8391,8391,10.0249021943,169.084313748,2004-01-01,h34v07,2394.0,1560.0,32766.0,254.0,0b11111110,0b0,Continuous
8392,8392,10.0295224132,169.065574196,2002-07-04,h34v07,2392.0,1555.0,32766.0,254.0,0b11111110,0b0,Continuous
8392,8392,10.0295224132,169.065574196,2003-01-01,h34v07,2392.0,1555.0,32766.0,254.0,0b11111110,0b0,Continuous
8392,8392,10.0295224132,169.065574196,2004-01-01,h34v07,2392.0,1555.0,32766.0,254.0,0b11111110,0b0,Continuous
8393,8393,10.0308055877,169.059561773,2002-07-04,h34v07,2392.0,1554.0,32766.0,254.0,0b11111110,0b0,Continuous
8393,8393,10.0308055877,169.059561773,2003-01-01,h34v07,2392.0,1554.0,32766.0,254.0,0b11111110,0b0,Continuous
